gameId,blueWins,blueWardsPlaced,blueWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,blueGoldPerMin,redWardsPlaced,redWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,redGoldPerMin
4838026101,1,16,1,0,6,4,1,0,0,0,0,17086,7.2,18839,235,64,1486,1907,29.9,1708.6,11,2,1,4,6,5,0,0,0,0,15600,6.8,16932,200,48,-1486,-1907,24.8,1560.0
4837997021,1,5,2,0,1,2,0,1,1,0,0,13592,6.6,17427,184,60,-2921,-1188,24.4,1359.2,12,0,1,2,1,3,1,0,1,0,16513,7.0,18615,211,66,2921,1188,27.7,1651.3
4837952901,1,9,1,0,1,4,1,0,0,0,0,14263,6.6,17481,234,60,-1948,-918,29.4,1426.3,15,1,1,4,1,3,0,0,0,0,16211,7.0,18399,206,68,1948,918,27.4,1621.1
4837913706,1,12,2,1,6,2,6,0,0,0,0,17589,7.2,19154,214,68,1577,1801,28.2,1758.9,17,0,0,2,6,1,0,0,0,0,16012,6.8,17353,208,48,-1577,-1801,25.6,1601.2
4837047779,1,7,2,1,8,6,7,0,0,0,0,17753,7.0,18357,199,60,1716,510,25.9,1775.3,16,0,0,5,7,3,1,1,0,0,16037,7.0,17847,205,60,-1716,-510,26.5,1603.7
4836986337,1,15,0,1,4,1,1,1,1,0,0,16341,7.2,19062,239,75,1690,486,31.4,1634.1,10,0,0,1,4,0,0,0,0,0,14651,7.2,18576,197,64,-1690,-486,26.1,1465.1
4836930359,0,37,0,1,7,6,5,0,0,0,0,16659,6.8,17283,201,56,971,265,25.7,1665.9,32,1,0,6,7,8,0,0,0,0,15688,6.6,17018,158,60,-971,-265,21.8,1568.8
4836647296,1,10,0,1,10,5,13,1,1,0,0,20710,7.0,18781,266,53,4699,1528,31.9,2071.0,14,0,0,5,10,3,1,0,1,0,16011,6.8,17253,214,50,-4699,-1528,26.4,1601.1
4836057075,1,14,0,1,12,4,18,0,0,0,0,19638,6.8,18398,241,43,4330,2031,28.4,1963.8,7,2,0,4,12,3,0,0,0,0,15308,6.6,16367,191,56,-4330,-2031,24.7,1530.8
4836008205,0,9,0,0,7,2,8,1,1,0,0,17026,6.8,17388,178,60,1881,796,23.8,1702.6,7,1,1,2,7,1,0,0,0,0,15145,6.8,16592,209,44,-1881,-796,25.3,1514.5
4835936467,0,14,0,0,1,4,1,0,0,0,0,15339,7.2,19073,223,56,159,1358,27.9,1533.9,48,0,1,4,1,10,0,0,0,0,15180,7.0,17715,197,60,-159,-1358,25.7,1518.0
